"codigo","descripcion","um"
"LA43148/125","MECHA TRAM.SDS-PLUS 12mm-L-310mm","UN"
"LA43148/132","MECHA TRAM.SDS-PLUS 14mm-L-310mm","UN"
"LA43148/135","MECHA TRAM.SDS-PLUS 16mm-L-210mm","UN"
"LA43148/136","MECHA TRAM.SDS-PLUS 16mm-L-310mm","UN"
"LA43148/143","MECHA TRAM.SDS-PLUS 20mm-L-210mm","UN"
"LA43156/303E","CINTA METRICA TRAMONTINA 3MTS","UN"
"LA41500/041","DESTORN. PLANO TRAM. 5/16 x 5","UN"
"LA41500/042","DESTORN. PLANO TRAM. 5/16 x 6","UN"
"LA41500/043","DESTORN. PLANO TRAM. 5/16 x 8","UN"
"LA41500/044","DESTORN. PLANO TRAM. 5/16 x 10","UN"
"LA41500/045","DESTORN. PLANO TRAM. 5/16 x 12","UN"
"LA41500/050","DESTORN. PLANO TRAM. 3/8 x 6","UN"
"LA41500/051","DESTORN. PLANO TRAM. 3/8 x 8","UN"
"LA41500/052","DESTORN. PLANO TRAM. 3/8 x 10","UN"
"LA41500/053","DESTORN. PLANO TRAM. 3/8 x 12","UN"
"LA41502/002","DEST. TRAM. CORTO PL 1/4x1 1/2","UN"
"LA41505/009","DESTORN. CRUZ TRAM. 1/8X4","UN"
"LA41505/010","DESTORN. CRUZ TRAM. 1/8 x 3","UN"
"LA42246/115","LLAVES COMB.TRAMONTINA 15MM","UN"
"LA42246/116","LLAVES COMB.TRAMONTINA 16MM","UN"
"LA42246/117","LLAVES COMB.TRAMONTINA 17MM","UN"
"LA42246/118","LLAVES COMB.TRAMONTINA 18MM","UN"
"LA42246/119","LLAVES COMB. TRAMONTINA 19MM","UN"
"LA42246/120","LLAVES COMB.TRAMONTINA 20MM","UN"
"LA42246/121","LLAVES COMB.TRAMONTINA 21MM","UN"
"LA42246/122","LLAVES COMB.TRAMONTINA 22MM","UN"
"LA42246/123","LLAVES COMB.TRAMONTINA 23MM","UN"
"LA42246/124","LLAVES COMB.TRAMONTINA 24MM","UN"
"LA42246/125","LLAVES COMB. TRAMONTINA 25 MM","UN"
"LA42246/126","LLAVES COMB.TRAMONTINA 26MM","UN"
"LA42023","BANDEJA ROMA P/PINT.23CM 36X28CM","UN"
"LA42246/127","LLAVES COMB. TRAMONTINA 27 MM","UN"
"LA43141/058","MATERIAL BLOQUEADO","UN"
"LA43141/060","MATERIAL BLOQUEADO","UN"
"LA43141/061","MATERIAL BLOQUEADO","UN"
"LA43141/070","MECHA TRAM.HSS 13,5mm-L-160mm","UN"
"LA43141/071","MATERIAL BLOQUEADO","UN"
"LA43141/072","MECHA TRAM.HSS 15,5mm-L-178mm","UN"
"LA43141/073","MECHA TRAM.HSS 16,5mm-L-184mm","UN"
"LA43141/074","MECHA TRAM.HSS 17,5mm-L-191mm","UN"
"LA43141/519","MECHAS EN JGO.TRAM.HSS(1/10)19PZS","UN"
"LA43142/004","MECHA TRAM.CONCRETO 4mm-L-75mm","UN"
"LA43142/005","MECHA TRAM.CONCRETO 5mm-L-85mm","UN"
"LA42246/128","LLAVES COMB.TRAMONTINA 28MM","UN"
"LA42246/130","LLAVES COMB.TRAMONTINA 30MM","UN"
"LA42246/132","LLAVES COMB. TRAMONTINA 32 MM","UN"
"LA425","REMACHE POP 4X25-5/32X1""","UN"
"LA426235","MANGO P/ROD.ROMA 426 23CM ACER.","UN"
"LA42710","MAQ. P/SALPICAR PLAST.MAX 427","UN"
"LA42805/108","LLAVE L TRAMONTINA 8MM","UN"
"LA42805/109","LLAVE L TRAMONTINA 9 MM","UN"
"LA42805/110","LLAVE L TRAMONTINA 10MM","UN"
"LA42805/111","LLAVE L TRAMONTINA 11MM","UN"
"LA42805/112","LLAVE L TRAMONTINA 12MM","UN"
"LA42805/113","LLAVE L TRAMONTINA 13MM","UN"
"LA43009","RODILLO ROMA ESPUMA POL.430 9CM","UN"
"LA43010","ESPATULA PLAS.MAX P/ CHAPISTA","UN"
"LA43015","RODILLO ROMA ESPUMA POL.430 15CM","UN"
"LA43141/048","MECHA TRAM.HSS 11,5mm-L-142mm","UN"
"LA43141/049","MECHA TRAM.HSS 12mm-L-151mm","UN"
"LA43141/050","MECHA TRAM.HSS 12,5mm-L-151mm","UN"
"LA43141/051","MATERIAL BLOQUEADO","UN"
"LA43141/052","MATERIAL BLOQUEADO","UN"
"LA43141/053","MATERIAL BLOQUEADO","UN"
"LA43141/054","MATERIAL BLOQUEADO","UN"
"LA43141/055","MATERIAL BLOQUEADO","UN"
"LA43141/056","MATERIAL BLOQUEADO","UN"
"LA43141/057","MATERIAL BLOQUEADO","UN"
"LA3147.101","IRRIGADOR GIRAT.BASE MEDIANA","UN"
"LA3147.103","IRRIGADOR GIRAT. TIPO ESPIGA","UN"
"LA3148.100","IRRIGADOR SECTORIAL BASE ESPIG","UN"
"LA3148.101","IRRIGADOR BASE ESQUI","UN"
"LA315","TIRADOR MEDIA CONCHA-CROMADO","UN"
"LA316","REMACHE POP 3,2X16-1/8X5/8""","UN"
"LA3180","TAPA ACOL.PERFUMADA TPK-P BR1","UN"
"LA3182182","ELECTRIFICADOR CERCA BR.BIVOLT","UN"
"LA319","REMACHE POP 3,2X19-1/8X3/4""","UN"
"LA3202-0507","CUCHILLA CORTA CESPED 35CM CID","UN"
"LA3202FOXLUX","SENSOR MOVIMIENTO PARED","UN"
"LA3203FOXLUX","SENSOR MOVIMIENTO TECHO","UN"
"LA3204FOXLUX","MATERIAL BLOQUEADO","UN"
"LA3206FOXLUX","SENSOR MOV. PARED/TECHO","UN"
"LA3216-0114","CUCHILLA P/FORRAGERA CID","UN"
"LA2936","BARRA DE APOYO 500MM PLAST.BP36/5","UN"
"LA2936400","ALLEN SIN CABEZA MA 5X10","UN"
"LA2936402","ALLEN SIN CABEZA MA 5X16","UN"
"LA2936404","ALLEN SIN CABEZA MA 5X20","UN"
"LA2936420","ALLEN SIN CABEZA MA 6x1,00x10","UN"
"LA2936422","ALLEN SIN CABEZA MA 6X16","UN"
"LA2936424","ALLEN SIN CABEZA MA 6X20","UN"
"LA2936426","ALLEN SIN CABEZA MA 6X25","UN"
"LA2936428","ALLEN SIN CABEZA MA 6X30","UN"
"LA2936430","ALLEN SIN CABEZA MA 6X40","UN"
"LA2937","BARRA DE APOYO 600MM PLAST.BP36/6","UN"
"LA2937440","ALLEN SIN CABEZA MA 8X10","UN"
"LA2937446","ALLEN SIN CABEZA MA 8X25","UN"
"LA2937450","ALLEN SIN CABEZA MA 8X40","UN"
"LA2A51/2","POLEA ALUMINIO 2A 5 1/2""=140mm","UN"
"LA2A6","POLEA ALUMINIO 2A 6""=150mm","UN"
"LA2A61/2","POLEA ALUMINIO 2A 6 1/2""=160mm","UN"
"LA2A7","POLEA ALUMINIO 2A 7""=180mm","UN"
"LA2A71/2","POLEA ALUMINIO 2A 7 1/2""=190mm","UN"
"LA2A8","POLEA ALUMINIO 2A 8""=200mm","UN"
"LA2A81/2","POLEA ALUMINIO 2A 8 1/2""=212,5","UN"
"LA2A9","POLEA ALUMINIO 2A 9""=230mm","UN"
"LA2A91/2","POLEA ALUMINIO 2A 9 1/2""=240mm","UN"
"LA2B10","POLEA ALUMINIO 2B 10""=250mm","UN"
"LA2B11","POLEA ALUMINIO 2B 11""=280mm","UN"
"LA2B12","POLEA ALUMINIO 2B 12""=300mm","UN"
"LA2B14","POLEA ALUMINIO 2B 14""=350mm","UN"
"LA3013","TAPON HEMBRA TUPY 3","UN"
"LA3013/4","TAPON HEMBRA TUPY 3/4","UN"
"LA301385","SELLA JUNTAS""TF""MEGA GRIS 80ml.","UN"
"LA3014","TAPON HEMBRA TUPY 4","UN"
"LA3020002","SILICONA BASE ACETICO TRANSPARENTE","UN"
"LA3020003","SILICONA BASE ACETICA BLANCA","UN"
"LA3020005","SILICONA BASE ACETICA NEGRA","UN"
"LA302001","PINCEL ROMA 302 1/2""NAT.GRIS","UN"
"LA302002","PINCEL ROMA 302 3/4""NAT.GRIS","UN"
"LA302003","PINCEL ROMA 302 1"" NAT.GRIS","UN"
"LA302004","PINCEL ROMA 302 11/2""302NA.GRIS","UN"
"LA302005","PINCEL ROMA 302 2""NAT.GRIS","UN"
"LA302006","PINCEL ROMA 302 21/2""NA.GRIS","UN"
"LA312X3X2.5MMSC","BISAGRA OPTIMA SATINADO 3 1/2""","PAR"
"LA312X3X2.5MSBL","BISAGRA OPTIMA FLORENTINO 31/2","PAR"
"LA3130.001","IRRIGADOR LANZA DE RIEGO","UN"
"LA3130.111","IRRIGADOR TIPO PISTOLA","UN"
"LA313001","PINCEL ROMA 313 1/2""SINT.BLANCO","UN"
"LA313002","PINCEL ROMA 313 3/4""SINT.BLANCO","UN"
"LA313003","PINCEL ROMA 313 1""SINT.BLANCO","UN"
"LA313004","PINCEL ROMA 313 11/2""SINT.BLANCO","UN"
"LA313005","PINCEL ROMA 313 2""SINT.BLANCO","UN"
"LA313006","PINCEL ROMA 313 21/2""SINT.BLANCO","UN"
"LA313007","PINCEL ROMA 313 3""SINT.BLANCO","UN"
"LA313008","PINCEL ROMA 313 4""SINT.BLANCA","UN"
"LA31332","TUERCA CONEXIÃ“N (913-2487)","UN"
"LA31349","SOPORTE PLAST.BL.P/DOS PURIFICADOR","UN"
"LA31350","SOPORTE PLAST.BL.P/ UN PURIFICADOR","UN"
"LA33011/4","UNION DOBLE PLANA TUPY 1.1/4""","UN"
"LA3302","UNION DOBLE PLANA TUPY 2""","UN"
"LA33021/2","UNION DOBLE PLANA TUPY 2.1/2""","UN"
"LA3303","UNION DOBLE PLANA TUPY 3""","UN"
"LA3303/4","UNION DOBLE PLANA TUPY 3/4""","UN"
"LA3303/8","UNION DOBLE PLANA TUPY 3/8""","UN"
"LA3304","UNION DOBLE PLANA TUPY 4""","UN"
"LA33100","ESCOBA MUNIC.MAX.C/C 375x65MM","UN"
"LA3314","TARUGO NYLON PY 5(BOLSA 1000)","UN"
"LA3315","TARUGO NYLON PY 6(BOLSA 1000)","UN"
"LA3316","TARUGO NYLON PY 8(BOLSA 1000)","UN"
"LA3317","TARUGO NYLON PY 10(BOLSA 500)","UN"
"LA3430612","CINTA AISL.MILLION BLANCO 10M","UN"
"LA34411008324","IRRIGADOR DE METAL C/BASE(ORG)","UN"
"LA35092101","TORN.CHAPA 1x14(6,3x25)CISER","UN"
"LA4010102","ACOPLE RAP.STOP 1/2"" VIQUA","UN"
"LA406","REMACHE POP 4X6-5/32X1/4""","UN"
"LA41505/011","DESTORN. CRUZ TRAM. 1/8 x 5","UN"
"LA42805/114","LLAVE L TRAMONTINA 14MM","UN"
"LA43141/038","MECHA TRAM.HSS 8mm-L-117mm","UN"
"LA43141/041","MECHA TRAM.HSS 8,5mm-L-117mm","UN"
"LA43141/042","MECHA TRAM.HSS 9mm-L-125mm","UN"
"LA43141/043","MECHA TRAM.HSS 9,5mm-L-125mm","UN"
"LA43141/044","MECHA TRAM.HSS 10mm-L-133mm","UN"
"LA3442","TARUGO NYLON PY C/TOPE ARG. 10","UN"
"LA3450","TARUGO P/PRECINTO PY 5","UN"
"LA3451","TARUGO P/PRECINTO PY 6","UN"
"LA34510","ESCOBA MUNICIPAL PL.C/C MAX","UN"
"LA3452","TARUGO P/PRECINTO PY 8","UN"
"LA3453","TARUGO P/PRECINTO PY 10","UN"
"LA34610","EXHIBIDOR P/DISCOS NORTON","UN"
"LA35005601","TORN.CHAPA 1/4x2(2.2x6.5)CISER","UN"
"LA35020601","TORN.CHAPA 1/4x4(2,9x6.5)CISER","UN"
"LA35020901","TORN.CHAPA 3/8x4(2,9x9,5)CISER","UN"
"LA35021301","TORN.CHAPA 1/2x4(2,9x13)CISER","UN"
"LA35021801","TORN.CHAPA 3/4x4(2,9x19)CISER","UN"
"LA35036301","TORN.CHAPA 1/2x6(3,5x13)CISER","UN"
"LA3301/4","UNION DOBLE PLANA TUPY 1/4""","UN"
"LA3318","TARUGO NYLON PY 12(BOLSA 100)","UN"
"LA35036601","TORN.CHAPA 5/8x6(3,5x16)CISER","UN"
"LA42805/115","LLAVE L TRAMONTINA 15MM","UN"
"LA42805/116","LLAVE L TRAMONTINA 16 MM","UN"
"LA42805/117","LLAVE L TRAMONTINA 17MM","UN"
"LA42805/118","LLAVE L TRAMONTINA 18 MM","UN"
"LA42805/119","LLAVE L TRAMONTINA 19 MM","UN"
"LA42810","REPARO P/SALP.PLAST. MAX 427","UN"
"LA42CRF","TIRADOR CURVO 128MM","UN"
"LA42PCRF","TIRADOR CURVO 96MM","UN"
"LA43","P.AEROSOL OPTIMA CREMA 400ML","UN"
"LA3319","TARUGO NYLON PY 14(BOLSA 100)","UN"
"LA33300","ESCOBA MUNIC.MAX.C/C 375x48x90","UN"
"LA3333","TARUGO P/PRECINTO PY 14","UN"
"LA3340","RESISTENCIA GRIFO CORONA 4T 220V","UN"
"LA3342","PITON ABIERTO PY 5 SIN TOPE","UN"
"LA3343","PITON ABIERTO PY 6 SIN TOPE","UN"
"LA3344","PITON ABIERTO PY 8 SIN TOPE","UN"
"LA3345","PITON CERRADO PY 5 SIN TOPE","UN"
"LA3346","PITON CERRADO PY 6 SIN TOPE","UN"
"LA3347","PITON CERRADO PY 8 SIN TOPE","UN"
"LA3348","PITON TIPO L PY 5 SIN TOPE","UN"
"LA3349","PITON TIPO L PY 6 SIN TOPE","UN"
"LA3350","PITON TIPO L PY 8 SIN TOPE","UN"
"LA35036801","TORN.CHAPA 3/4x6(3,5x19)CISER","UN"
"LA35037101","TORN.CHAPA 1x6(3,5x25)CISER","UN"
"LA35046301","TORN.CHAPA 1/2x7(3,9x13)CISER","UN"
"LA35046601","TORN.CHAPA 5/8x7(3,9x16)CISER","UN"
"LA35046801","TORN.CHAPA 3/4x7(3,9x19)CISER","UN"
"LA35047101","TORN.CHAPA 1x7(3,9x25)CISER","UN"
"LA35047301","TORN.CHAPA 1-1/4x7(3,9x32)CISER","UN"
"LA35056301","TORN.CHAPA 1/2x8(4,2x13)CISER","UN"
"LA35056601","TORN.CHAPA 5/8x8(4,2x16)CISER","UN"
"LA35056801","TORN.CHAPA 3/4x8(4,2x19)CISER","UN"
"LA35057101","TORN.CHAPA 1x8(4,2x25)CISER","UN"
"LA3506900","CAJA CONEXION METAL 4X2 RECT.-NAC.","UN"
"LA41505/012","DESTORN. CRUZ TRAM. 1/8X6","UN"
"LA41505/019","DESTORN. CRUZ TRAM. 3/16X5","UN"
"LA41505/020","DESTORN. CRUZ TRAM. 3/16 x 3","UN"
"LA41505/021","DESTORN. CRUZ TRAM. 3/16 x 4","UN"
"LA41505/022","DESTORN. CRUZ TRAM. 3/16 x 6","UN"
"LA41505/029","DESTORN. CRUZ TRAM. 1/4X5","UN"
"LA41505/030","DESTORN. CRUZ TRAM. 1/4 x 4","UN"
"LA41505/031","DESTORN. CRUZ TRAM. 1/4 x 6","UN"
"LA41505/032","DESTORN. CRUZ TRAM. 1/4 x 8","UN"
"LA41505/040","DESTORN. CRUZ TRAM. 5/16 x 6","UN"
"LA41505/042","DESTORNILL.CRUZ TRAM.5/16X8","UN"
"LA35092301","TORN.CHAPA 1-1/4x14(6,3x32)CISER","UN"
"LA35092501","TORN.CHAPA 1-1/2x14(6,3x38)CISER","UN"
"LA35092801","TORN.CHAPA 2x14(6,3x50)CISER","UN"
"LA35156301","TORN.MAD.CISER CRUZ 4,2X13","UN"
"LA3540420","REACTANCIA OPTIMA 20W","UN"
"LA3540440","REACTANCIA OPTIMA 40W","UN"
"LA35510","ESCOBA MAX C/C NOVICIA","UN"
"LA36","P.AEROSOL OPTIMA PLATEADO 400ML","UN"
"LA36010","BASURERO SIMPLE MAX 10LTS.","UN"
"LA3620.000","ACOPLE RAPIDO FAMASTIL 1/2","UN"
"LA3620.100","CONEXION P/CANILLA FAMASTIL","UN"
"LA3670082","ANILLO PARA WATER INTERFIX","UN"
"LA4010201","ACOPLE RAP.VIQUA 1/2""30PS","UN"
"LA4010202","ACOPLE RAP.STOP VIQUA 1/2"" -30ZS.","UN"
"LA4011/2","CURVA 45 M/H TUPY 1.1/2""","UN"
"LA4011/4","CURVA 45 M/H TUPY 1.1/4""","UN"
"LA402-2A","PALA METISA 1/2 LUNA","UN"
"LA4020101","CONEXION P/CANILLA 1/2""-3/4""","UN"
"LA4020102","UNION P/MANGUERA VIQUA 1/2""","UN"
"LA4020105","ADAPTADOR MACHO 3/4""","UN"
"LA4020201","CONEXION. CANILLA VIQUA 1/2-3/4""-60P","UN"
"LA4020202","REPARO P/MANGUERA 1/2""VIQUA-40PZS.","UN"
"LA403/4","CURVA 45 M/H TUPY 3/4""","UN"
"LA4030002","SOPORTE DE PARED PARA MANGUERA","UN"
"LA4030101","MANG.EN BOBINA TOPFLEX 1/2""x50M-VIQUA","UN"
"LA3X3X2.5MM/AB","BISAGRA OPTIMA BRONCE ANTIG.3""","PAR"
"LA4030102","MANG.EN BOBINA TOPFLEX 1/2""x100M-VIQUA","UN"
"LA4060001","IRRIGADOR GIRATORIO CON BASE","UN"
"LA406247","DUCHA HYDRA""ND""ELECT.7700W/220V","UN"
"LA406278","RESIST.DUCHA HYDRA""ND""7700W","UN"
"LA406544","DUCHA HYDRA""OPTIMA""ELECT.7700W","UN"
"LA40680/060","MAZO DE GOMA TRAM PRO 60MM","UN"
"LA40680/080","MAZO DE GOMA TRAM PRO 80MM","UN"
"LA40700","CEPILLO ACERO RECT.MAX 407","UN"
"LA408","REMACHE POP 4X8-5/32X5/16""","UN"
"LA409-2A","PALA METISA PUNTEAR","UN"
"LA40910","BANDEJA PL.MAX PINTURA ROLLO23","UN"
"LA409781","RESIST.DUCHA HYDRA""UP""4T.6200W","UN"
"LA4030103","MANG.EN BOBINA TOPFLEX 1/2""x200M-VIQUA","UN"
"LA4030105","MANGUERA JARDIN VERDE 1/2""x10m-VIQUA","UN"
"LA4030106","MANGUERA JARDIN VERDE 1/2""x15m-VIQUA","UN"
"LA4030107","MANGUERA JARDIN VERDE 1/2""x20m-VIQUA","UN"
"LA4030108","MANGUERA JARDIN VERDE 1/2""x30m-VIQUA","UN"
"LA40370/018","MARTILLO UNA PINT.TRAM.18","UN"
"LA40370/020","MARTILLO UNA PINT. TRAM.20","UN"
"LA40370/023","MARTILLO UNA PINT.TRAM.23","UN"
"LA40370/025","MARTILLO UNA PINT.TRAM.25","UN"
"LA40370/027","MARTILLO UNA PINT.TRAM.27","UN"
"LA40370/029","MARTILLO UNA PINT.TRAM.29","UN"
"LA2918120","BULON ALLEN 10x120MM-1,50","UN"
"LA2918122","BULON ALLEN 10x150MM-1,50","UN"
"LA2919102","BULON ALLEN MA 12x25MM-1,75","UN"
"LA2919104","BULON ALLEN MA 12x30MM-1,75","UN"
"LA2919106","BULON ALLEN MA 12x40MM-1,75","UN"
"LA2919108","BULON ALLEN MA 12x50MM-1,75","UN"
"LA2919110","BULON ALLEN MA 12x60MM-1,75","UN"
"LA2919112","BULON ALLEN MA 12x70MM-1,75","UN"
"LA2919114","BULON ALLEN MA 12x80MM-1,75","UN"
"LA2919116","BULON ALLEN MA 12x100MM-1,75","UN"
"LA2919118","BULON ALLEN MA 12x120MM-1,75","UN"
"LA2920102","BULON ALLEN 12x25MM-1,50","UN"
"LA2910428","BULON AUTOROS.1/4x3/4 CAB10mm-CHINO","UN"
"LA2910430","BULON AUTOROS.1/4x7/8 CAB10mm-CHINO","UN"
"LA2910433","BULON AUTOROS.1/4x1 CAB10mm-CHINO","UN"
"LA2910435","BULON AUTOROS.1/4x2 CAB 10mm-CHINO","UN"
"LA2910437","BULON AUTOROS.1/4x2-1/2 C10mm-CHINO","UN"
"LA2911","TAPON MACHO TUPY 1","UN"
"LA2911/2","TAPON MACHO TUPY 1/2","UN"
"LA2911/4","TAPON MACHO TUPY 1/4","UN"
"LA29110","LLANA PL. FRISADO MAX 30X18CM","UN"
"LA29111/2","TAPON MACHO TUPY 1 1/2","UN"
"LA29111/4","TAPON MACHO TUPY 1 1/4","UN"
"LA2911110","BULONES HEX.CONJ.CARDAN 10x30","UN"
"LA2911112","BULONES HEX.CONJ.CARDAN 12x32","UN"
"LA2915001","BULON ALLEN 4x12MM-0,70","UN"
"LA2915002","BULON ALLEN 4x16MM-0,70","UN"
"LA2915003","BULON ALLEN 4x20MM-0,70","UN"
"LA2915004","BULON ALLEN 5x10MM-0,80","UN"
"LA2915100","BULON ALLEN 5x12MM-0,80","UN"
"LA2915102","BULON ALLEN 5x16MM-0,80","UN"
"LA2915104","BULON ALLEN 5x20MM-0,80","UN"
"LA2915106","BULON ALLEN 5x25MM-0,80","UN"
"LA2915107","BULON ALLEN 5x30MM-0,80","UN"
"LA2915107-35","BULON ALLEN 5x35MM-0,80","UN"
"LA2915107-40","BULON ALLEN 5x40MM-0,80","UN"
"LA2915107-50","BULON ALLEN 5x50MM-0,80","UN"
"LA2935474","ALLEN SIN CABEZA NC 1/2X1","UN"
"LA2935476","ALLEN SIN CABEZA NC 1/2X1 1/4","UN"
"LA2938460","ALLEN SIN CABEZA MA 10X10","UN"
"LA2B16","POLEA ALUMINIO 2B 16""=400mm","UN"
"LA302007","PINCEL ROMA 302 3""NAT.GRIS","UN"
"LA3218-1015","ZARANDA CID105 (102,5x1,5MM)","UN"
"LA3360","PITON ABIERTO PY 10 SIN TOPE","UN"
"LA35057301","TORN.CHAPA 1-1/4x8(4,2x32)CISER","UN"
"LA36970","ESCOBA MAX C/C ANGULAR","UN"
"LA404","VEDAJA-VEDATOP 3 KG.","UN"
"LA40DRO/CER","TIRADOR DORADO/CEREZO96MM","UN"
"LA41505/050","DESTORN. CRUZ TRAM. 3/8 x 8","UN"
"LA43005","RODILLO ROMA ESPUMA POL. 430 5CM","UN"
"LA2931114","BULON ALLEN NC 5/16X18X2 1/2","UN"
"LA2931116","BULON ALLEN NC 5/16X18X3","UN"
"LA2931118","BULON ALLEN NC 5/16X18X3 1/2","UN"
"LA2931120","BULON ALLEN NC 5/16X18X4","UN"
"LA2932104","BULON ALLEN NC 3/8X16X3/4","UN"
"LA2932106","BULON ALLEN NC 3/8X16X1","UN"
"LA2932108","BULON ALLEN NC 3/8X16X1 1/4","UN"
"LA2932110","BULON ALLEN NC 3/8X16X1 1/2","UN"
"LA2932112","BULON ALLEN NC 3/8X16X2","UN"
"LA2932114","BULON ALLEN NC 3/8X16X2 1/2","UN"
"LA2932116","BULON ALLEN NC 3/8X16X3","UN"
"LA2938462","ALLEN SIN CABEZA MA 10X16","UN"
"LA2938468","ALLEN SIN CABEZA MA 10X30","UN"
"LA2938470","ALLEN SIN CABEZA MA 10X40","UN"
"LA29410","LLANA PL. ESPUMA MAX 26X15CM","UN"
"LA2951","CESTO P/ROPA 70L ARG-TRC BEIGE","UN"
"LA29510","LLANA PL. ESPUMA MAX 30X18CM","UN"
"LA29519","ROD.ROM.LAN.NAT.SU.295 23CM C/M","UN"
"LA29525","ROD.ROM.LAN.NA.PRE.295 23CM C/M","UN"
"LA2953","CESTO P/ROPA 70L RB5 BLANCO","UN"
"LA2955","CESTO P/ROPA 70L RB5/PR-NEG/BOR","UN"
"LA2986","REJILLA CUADRAD.GRAL10 9,4X9,4-ASTRA","UN"
"LA2992","MEC.ENTRADA MED+FLOT.KEF300/N","UN"
"LA2993","MEC.ENTRADA LARG+FLOT.KEF325/N","UN"
"LA2995","REJILLA CUADRADA CR GR18 15X15-ASTRA","UN"
"LA2A41/2","POLEA ALUMINIO 2A 4 1/2""=115mm","UN"
"LA41507/002","DEST. TRAM. CORTO CR 1/4x1 1/2","UN"
"LA41516/506","DEST. EN JGO.TRAM.BLISTER 6PZS","JGO"
"LA41516/513","DESTORN.EN JGO. TRAM. 13PZA","UN"
"LA415310","CEPILLOS DE ACERO MAX 3H","UN"
"LA415410","CEPILLOS DE ACERO MAX 4H","UN"
"LA415510","CEPILLOS DE ACERO MAX 5H","UN"
"LA416","REMACHE POP 4X16-5/32X5/8""","UN"
"LA417212","DUCHA HYDRA""UP""4T.6200W/220V","UN"
"LA419","REMACHE POP 4X19-5/32X3/4""","UN"
"LA420","VEDAJA-VEDATOP 12KG.","UN"
"LA42015","BANDEJA ROMA P/PINT.15CM 25X20CM","UN"
"LA2B2","POLEA ALUMINIO 2B 2""=50mm","UN"
"LA2B21/2","POLEA ALUMINIO 2B 2 1/2""=60mm","UN"
"LA2B3","POLEA ALUMINIO 2B 3""=75mm","UN"
"LA2B31/2","POLEA ALUMINIO 2B 3 1/2""=90mm","UN"
"LA2B4","POLEA ALUMINIO 2B 4""=100mm","UN"
"LA2B41/2","POLEA ALUMINIO 2B 4 1/2""=115mm","UN"
"LA2B5","POLEA ALUMINIO 2B 5""=130mm","UN"
"LA2B51/2","POLEA ALUMINIO 2B 5 1/2""=140mm","UN"
"LA2B6","POLEA ALUMINIO 2B 6""=150mm","UN"
"LA2B61/2","POLEA ALUMINIO 2B 6 1/2""=160mm","UN"
"LA2B7","POLEA ALUMINIO 2B 7""=180mm","UN"
"LA2B71/2","POLEA ALUMINIO 2B 7 1/2""=190mm","UN"
"LA2B8","POLEA ALUMINIO 2B 8""=200mm","UN"
"LA2B81/2","POLEA ALUMINIO 2B 8 1/2""=220mm","UN"
"LA302008","PINCEL ROMA 302 4""NAT. GRIS","UN"
"LA3030002","VEDA CALHA ALUMINO BRASCOLA280GR","UN"
"LA303001","PINCEL ROMA 303 1/2""NAT.BLANCO","UN"
"LA303002","PINCEL ROMA 303 3/4""NAT.BLANCO","UN"
"LA303003","PINCEL ROMA 303 1""NAT.BLANCO.","UN"
"LA303004","PINCEL ROMA 303 11/2""NAT.BLANCO","UN"
"LA303005","PINCEL ROMA 303 2""NAT.BLANCO","UN"
"LA303006","PINCEL ROMA 303 21/2""NAT.BLANCO","UN"
"LA303007","PINCEL ROMA 303 3""NAT.BLANCO","UN"
"LA303008","PINCEL ROMA 303 4""NAT.BLANCO","UN"
"LA305.020","MARTILLO BOLA FAMASTIL 200 GR","UN"
"LA305.030","MARTILLO BOLA FAMASTIL 300 GR","UN"
"LA305.050","MARTILLO BOLA FAMASTIL 500 GR","UN"
"LA3012","TAPON HEMBRA TUPY 2","UN"
"LA305.070","MARTILLO BOLA FAMASTIL 700 GR","UN"
"LA40DRO/MGO","TIRADOR DORADO/CAOBA 96MM","UN"
"LA41","P.AEROSOL OPTIMA AMARILLO 400ML","UN"
"LA410","REMACHE POP 4X10-5/32X3/8""","UN"
"LA41001/107","PINZA UNIVERSAL TRAMONTINA 7""","UN"
"LA41001/108","PINZA UNIVERSAL TRAMONTINA 8""","UN"
"LA41006/106","PINZA CORTE LATERAL TRAM.6""","UN"
"LA41010/106","PINZA PUNTA FINA TRAMONTINA 6""","UN"
"LA41016/510E","LLAVE AJUSTABLE TRAM MASTER10""","UN"
"LA41020/110","REMACHADORA TRAM.MASTER","UN"
"LA41050/108","TENAZA P/CARP.TRAMONTINA 8","UN"
"LA306","REMACHE POP 3,2X6-1/8X1/4""","UN"
"LA308","REMACHE POP 3,2X8-1/8X5/16""","UN"
"LA309013","CONEXION SALIDA P/ PURIF. AS1/AS2","UN"
"LA309014","CONEXION ENTRADA P/ PURIFI.AS1/AS2","UN"
"LA30DRO/CER","TIRADOR DORADO/CEREZO64MM","UN"
"LA30DRO/MGO","TIRADOR DORADO/CAOBA64MM","UN"
"LA31","CURVA 90 M/M TUPY 1""","UN"
"LA310","REMACHE POP 3,2X10-1/8X3/8""","UN"
"LA311/2","CURVA 90 M/M TUPY 1.1/2""","UN"
"LA3110001","MATERIAL BLOQUEADO","UN"
"LA3110002","COLA BLANCA BRASCOLA 500GR","UN"
"LA312","REMACHE POP 3,2X12-1/8X1/2""","UN"
"LA3120.401","REPARADOR P/MANGUERA 1/2""","UN"
"LA3218-1215","ZARANDA 125 (122,5x1,5MM) CID","UN"
